,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
4279,1,0,1,1,25.0,1,2,2,1,1,1,1,1,1,0,1,0,25.4,546.85
4278,0,0,1,0,48.0,1,0,1,0,2,2,0,2,2,1,1,2,97.05,4692.95
1486,0,0,0,0,2.0,1,0,0,0,2,0,2,0,0,0,1,1,55.05,102.75
6561,1,0,0,0,9.0,1,0,1,0,0,2,0,0,0,0,1,2,73.8,704.3
3625,0,0,1,0,71.0,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1379.6
6275,1,0,0,0,62.0,1,2,0,2,2,2,2,0,0,2,0,0,69.4,4237.5
1323,0,0,1,0,71.0,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1710.15
3313,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,2,19.2,19.2
6110,0,0,1,0,19.0,1,0,0,0,2,0,0,0,2,0,1,3,59.8,1130.85
6843,0,0,1,0,9.0,1,2,1,2,2,2,0,0,0,0,0,0,91.75,865.8
1158,0,0,1,0,60.0,1,2,1,2,2,0,0,0,2,0,1,1,94.1,5475.9
22,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15
6251,0,0,1,1,1.0,1,0,2,1,1,1,1,1,1,0,0,2,19.25,19.25
6898,1,0,1,1,22.0,1,0,1,0,2,2,0,2,2,1,1,3,100.05,2090.25
3196,0,0,0,0,3.0,1,0,2,1,1,1,1,1,1,1,0,3,20.25,71.2
2138,0,0,1,1,54.0,1,0,0,2,0,2,2,0,2,2,0,0,69.95,3871.85
6761,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,1,3,19.9,19.9
4059,0,0,1,1,2.0,1,0,0,0,0,0,0,2,2,0,0,3,65.7,134.35
1741,1,0,0,0,16.0,1,2,0,0,2,2,0,0,2,0,1,0,71.4,1212.1
6594,1,0,0,0,14.0,1,0,2,1,1,1,1,1,1,0,1,2,20.05,299.3
4198,0,0,1,1,52.0,1,2,2,1,1,1,1,1,1,2,0,3,23.05,1255.1
520,1,0,1,1,67.0,1,2,1,0,2,2,0,2,2,1,1,2,105.4,6989.45
4949,1,0,0,0,5.0,0,1,0,0,2,0,0,2,2,0,1,3,51.0,305.95
1162,0,0,0,0,67.0,1,0,0,2,0,2,2,0,2,1,1,0,72.35,4991.5
6992,1,0,1,1,71.0,1,2,1,0,2,0,0,2,2,1,0,0,100.55,7113.75
62,1,0,1,0,72.0,0,1,0,2,2,2,0,0,0,2,0,0,42.1,2962.0
6121,0,0,1,1,8.0,1,0,2,1,1,1,1,1,1,2,0,0,19.5,159.35
2710,0,0,1,0,24.0,1,0,2,1,1,1,1,1,1,1,0,1,20.4,482.8
5062,0,0,1,0,39.0,0,1,0,2,0,2,0,2,2,0,0,2,55.9,2184.35
1643,1,0,1,0,37.0,1,0,1,0,0,2,2,0,2,0,1,2,90.35,3419.3
4176,1,0,1,1,18.0,1,0,2,1,1,1,1,1,1,1,0,0,19.8,342.3
3973,0,0,1,1,43.0,0,1,0,2,0,2,2,2,2,1,1,1,60.4,2640.55
224,0,0,0,0,12.0,1,0,2,1,1,1,1,1,1,1,1,0,19.35,219.35
6753,0,0,1,1,56.0,1,2,0,2,2,0,0,0,2,1,0,0,68.75,3815.4
4540,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,0,20.95,20.95
1527,1,0,1,1,72.0,1,0,2,1,1,1,1,1,1,2,0,0,21.0,1493.75
2944,1,0,0,0,12.0,0,1,0,2,2,0,2,2,0,0,1,0,50.95,605.75
5928,0,0,1,1,61.0,1,0,2,1,1,1,1,1,1,2,0,1,19.75,1311.6
946,1,0,1,1,4.0,1,0,2,1,1,1,1,1,1,0,1,3,20.5,77.6
6093,0,0,1,0,71.0,0,1,0,0,0,2,2,0,2,2,1,2,47.05,3263.6
1099,1,0,1,1,5.0,1,2,0,0,0,0,2,0,0,0,1,3,55.7,259.4
5596,0,0,0,0,65.0,1,2,2,1,1,1,1,1,1,2,0,0,26.5,1698.55
5877,0,0,0,0,53.0,1,2,1,2,0,2,0,2,2,1,1,1,106.95,5785.5
1103,1,0,1,1,54.0,1,2,1,0,2,0,2,2,2,1,1,2,105.2,5637.85
3390,1,0,1,0,56.0,1,0,2,1,1,1,1,1,1,1,0,1,19.95,1126.75
1956,0,0,0,0,72.0,1,2,1,2,2,2,0,2,0,2,1,0,101.3,7261.25
5091,1,0,0,0,6.0,0,1,0,0,2,0,0,0,0,0,1,1,30.5,208.7
6720,1,0,1,1,70.0,1,2,0,0,2,2,2,2,2,2,1,2,84.1,5979.7
6135,1,0,1,1,71.0,1,2,1,2,2,2,2,2,2,2,1,0,114.0,8175.9
2128,1,0,1,1,41.0,1,2,0,2,2,2,0,2,0,0,1,1,74.55,3023.55
219,0,0,0,0,8.0,1,0,1,0,0,0,0,2,0,0,1,0,80.0,624.6
6684,0,0,0,1,11.0,0,1,0,2,0,0,2,0,0,1,1,3,36.05,402.6
3178,1,0,1,0,52.0,1,0,1,2,0,0,0,2,0,0,0,2,84.1,4348.65
6718,1,0,0,0,3.0,1,2,1,0,0,0,0,0,0,0,0,3,75.0,209.1
1278,1,0,1,1,36.0,0,1,0,2,0,2,2,2,2,1,0,1,60.7,2234.55
559,1,0,0,0,1.0,1,0,0,0,0,0,2,0,0,0,1,2,49.3,49.3
4078,1,0,1,1,22.0,1,0,0,2,0,2,2,2,0,1,1,0,67.5,1544.05
6660,1,0,1,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,69.15,69.15
5441,0,0,1,0,70.0,1,2,0,2,0,2,2,0,0,2,0,1,65.3,4759.75
4972,0,0,1,0,71.0,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1873.7
2612,0,0,1,1,14.0,1,2,0,0,2,0,2,2,2,0,0,1,80.45,1137.05
4989,0,0,0,1,7.0,0,1,0,2,0,0,0,0,0,0,0,3,29.8,201.95
953,0,0,0,0,15.0,1,0,0,2,0,2,2,0,0,0,0,2,58.95,955.15
6056,0,0,0,0,58.0,1,2,0,2,2,2,2,0,0,1,1,1,71.1,4299.2
5566,1,0,1,0,72.0,1,2,0,0,2,2,0,2,2,2,0,0,82.15,5784.3
1922,1,0,1,1,25.0,1,2,0,0,0,0,0,2,0,0,0,2,60.35,1404.65
6080,1,0,0,0,1.0,0,1,0,2,0,0,0,0,0,0,0,3,29.7,29.7
1442,0,0,1,1,52.0,1,0,1,2,0,2,0,2,2,1,0,2,100.3,5244.45
2726,1,0,0,1,27.0,1,0,2,1,1,1,1,1,1,2,0,3,20.6,581.85
579,1,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,1,3,19.65,38.8
1057,0,0,0,0,10.0,1,0,1,2,0,0,0,2,0,0,1,3,84.7,832.05
5116,1,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,2,70.4,70.4
2616,1,0,1,1,6.0,1,0,0,0,0,0,0,0,0,0,1,0,44.6,260.8
593,1,0,0,0,30.0,1,0,1,2,2,2,0,0,0,0,1,1,84.3,2438.6
6240,1,0,0,1,1.0,1,2,1,0,0,0,0,2,2,0,1,2,93.3,93.3
3230,1,0,1,1,63.0,1,0,2,1,1,1,1,1,1,2,0,3,19.55,1245.6
5230,1,0,1,1,58.0,1,2,1,0,0,2,2,0,2,2,0,0,94.35,5563.65
702,1,0,0,0,29.0,1,2,1,0,0,0,0,0,2,0,1,2,84.9,2516.2
837,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,3,44.4,44.4
1534,0,0,1,1,69.0,1,0,2,1,1,1,1,1,1,2,0,1,19.8,1436.95
986,0,0,0,0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,43.8,540.95
3280,1,0,1,0,55.0,1,0,0,2,2,2,0,0,0,2,0,2,58.6,3068.6
6746,0,0,1,1,4.0,1,0,0,0,2,0,2,0,0,0,0,3,56.5,235.1
3155,1,0,0,1,29.0,1,0,2,1,1,1,1,1,1,1,0,3,19.85,535.05
1126,1,0,0,0,7.0,1,0,1,0,0,2,0,0,0,0,0,3,74.65,544.55
3730,0,0,1,0,57.0,1,2,1,0,2,2,0,2,2,0,1,1,104.5,5921.35
5487,1,0,0,1,33.0,1,0,2,1,1,1,1,1,1,1,1,3,20.15,682.15
4697,1,0,1,0,72.0,1,0,1,0,0,2,0,2,2,0,1,2,94.65,6747.35
4549,0,0,0,1,17.0,1,2,1,0,2,2,2,0,0,0,1,1,92.7,1556.85
7006,1,0,0,0,40.0,1,2,1,0,2,2,0,2,2,0,1,1,104.5,4036.85
1615,0,0,1,0,49.0,1,0,2,1,1,1,1,1,1,1,1,0,20.05,923.1
5835,0,0,1,1,30.0,1,0,2,1,1,1,1,1,1,2,0,3,19.3,602.9
3482,1,0,0,0,19.0,1,0,0,0,0,0,0,0,0,0,1,0,45.0,865.85
4707,1,0,0,1,49.0,1,2,1,2,2,2,0,2,2,1,1,1,109.2,5290.45
4250,1,0,0,0,63.0,1,2,1,2,2,2,2,2,0,1,0,1,104.5,6590.8
5890,0,0,0,0,69.0,1,2,0,2,0,2,2,2,2,2,1,1,85.35,5897.4
2911,0,0,0,0,1.0,1,0,1,0,0,2,0,0,0,0,0,0,73.5,73.5
5914,1,0,1,1,25.0,1,0,0,2,0,0,2,0,0,0,0,2,54.3,1296.8
1415,1,0,0,0,64.0,1,0,1,2,2,0,0,2,2,1,1,1,100.3,6603.8
2121,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.45,20.45
5327,0,0,1,1,30.0,1,0,2,1,1,1,1,1,1,2,0,3,19.7,599.25
1542,0,0,0,0,46.0,1,0,2,1,1,1,1,1,1,2,1,2,21.1,937.1
4416,0,0,1,0,17.0,1,2,0,0,2,0,0,2,2,0,1,0,75.4,1322.55
4477,1,0,1,1,19.0,1,0,0,2,0,0,0,0,0,1,1,0,48.95,955.6
332,1,0,0,0,46.0,1,2,1,0,2,2,0,2,0,1,1,1,94.9,4422.95
5609,1,0,1,0,29.0,1,2,1,0,2,0,0,0,0,0,1,0,80.15,2265.25
2941,1,0,1,0,72.0,1,2,1,2,2,2,0,2,0,2,1,1,97.95,7114.25
160,0,0,0,1,13.0,1,0,0,2,2,0,0,0,0,0,1,2,56.0,764.55
173,0,0,1,0,53.0,1,0,1,0,0,2,0,2,2,1,1,0,94.85,5000.2
3628,1,0,0,0,9.0,1,0,0,2,0,2,2,2,0,0,1,3,69.5,653.25
3736,0,0,0,0,8.0,1,0,2,1,1,1,1,1,1,1,1,0,20.2,140.95
275,1,0,1,0,5.0,1,2,1,0,2,0,2,0,0,0,1,2,85.4,401.1
4874,0,0,0,0,38.0,1,0,1,2,2,2,0,0,0,0,1,1,83.9,3233.6
5239,1,0,1,1,68.0,1,0,1,0,2,2,2,2,2,1,0,1,105.75,7322.5
5273,0,0,1,1,69.0,1,0,2,1,1,1,1,1,1,2,0,0,20.15,1337.5
1839,0,0,0,0,4.0,1,2,2,1,1,1,1,1,1,2,1,1,25.3,116.95
3075,1,0,1,0,71.0,1,2,1,0,2,2,0,2,2,1,1,0,105.7,7472.15
2465,1,0,0,0,1.0,0,1,0,0,0,0,0,0,2,0,1,0,35.25,35.25
3641,0,0,0,0,49.0,1,0,0,0,0,2,2,2,2,2,1,0,74.45,3721.9
721,1,0,1,1,61.0,1,0,2,1,1,1,1,1,1,2,0,1,20.55,1305.95
2257,0,0,0,0,60.0,1,2,0,0,0,2,2,2,2,1,0,1,80.55,4847.05
304,1,0,0,1,38.0,1,2,1,0,2,0,0,0,0,0,1,3,81.85,3141.7
6377,1,0,0,0,1.0,0,1,0,0,2,0,2,0,2,0,1,3,44.65,44.65
3717,1,0,0,0,29.0,1,0,0,0,0,2,0,0,0,0,0,0,48.95,1323.7
5122,0,0,1,1,27.0,1,0,0,0,2,0,0,0,0,0,0,3,49.85,1336.15
1636,0,0,0,0,48.0,1,2,2,1,1,1,1,1,1,1,0,0,24.35,1133.7
5586,0,0,0,0,27.0,1,0,2,1,1,1,1,1,1,1,0,3,19.15,501.35
2509,0,0,1,0,72.0,1,2,2,1,1,1,1,1,1,2,1,0,25.25,1841.2
2882,0,0,0,0,11.0,1,0,0,0,0,0,0,2,2,0,1,2,64.9,716.1
5073,0,0,0,1,22.0,0,1,0,0,0,2,0,2,2,1,1,1,49.45,1031.4
1422,0,0,1,1,70.0,1,2,1,2,2,2,2,2,2,2,1,1,113.05,7869.05
6834,0,0,0,0,15.0,0,1,0,0,2,0,0,0,2,2,1,3,38.8,603.0
1185,0,0,0,0,1.0,1,2,0,0,0,0,0,0,2,0,1,2,60.15,60.15
3167,0,0,1,0,64.0,1,0,0,2,2,2,2,0,2,2,1,3,74.35,4759.55
6869,0,0,1,1,45.0,1,0,0,0,2,0,2,0,0,1,1,1,54.15,2319.8
4780,1,0,0,0,9.0,1,0,1,0,0,0,0,0,0,0,0,3,70.05,657.5
3138,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,2,45.3,45.3
880,1,0,0,0,10.0,1,0,1,2,2,2,2,2,2,0,1,2,110.1,1043.3
2758,1,0,0,0,5.0,1,0,2,1,1,1,1,1,1,0,0,3,20.25,109.8
1983,1,0,1,0,27.0,1,2,0,2,0,0,2,2,2,1,0,3,80.85,2204.35
795,1,0,1,0,2.0,1,0,0,0,2,0,2,0,2,0,1,3,64.2,143.65
5384,0,0,0,0,4.0,1,2,0,0,0,0,2,2,0,0,1,3,64.4,253.0
2905,0,0,1,0,21.0,1,0,1,0,0,2,2,0,0,1,0,2,79.2,1742.45
17,1,0,0,1,71.0,1,2,1,2,0,2,0,2,2,2,0,0,106.7,7382.25
2204,1,0,1,1,67.0,1,2,1,2,2,2,0,2,2,1,1,2,111.3,7482.1
2523,0,0,1,1,47.0,1,0,2,1,1,1,1,1,1,2,0,1,20.25,873.4
435,0,0,0,0,26.0,0,1,0,0,0,2,2,2,0,0,1,1,44.45,1183.8
6137,0,0,0,0,5.0,1,0,0,2,0,0,2,0,0,0,0,1,53.85,259.8
682,1,0,0,0,3.0,1,0,0,2,0,0,2,2,0,0,1,1,64.4,195.65
1923,1,0,1,1,37.0,1,0,2,1,1,1,1,1,1,2,0,0,19.8,726.1
5124,0,0,1,1,25.0,1,0,2,1,1,1,1,1,1,2,0,3,20.1,486.05
4977,1,0,1,1,24.0,1,0,2,1,1,1,1,1,1,1,1,1,20.8,469.65
3536,0,0,0,0,1.0,1,2,1,0,2,0,0,0,0,0,1,3,79.15,79.15
3097,1,0,0,1,2.0,1,0,2,1,1,1,1,1,1,0,0,3,20.4,42.9
1674,0,0,1,1,23.0,1,2,2,1,1,1,1,1,1,2,0,3,25.1,611.45
1667,1,0,0,0,14.0,1,2,2,1,1,1,1,1,1,1,1,1,24.8,321.7
2592,0,0,0,0,12.0,1,0,2,1,1,1,1,1,1,0,0,3,19.45,246.25
939,0,0,0,0,15.0,1,0,2,1,1,1,1,1,1,0,0,3,19.9,320.45
6777,1,0,1,0,3.0,0,1,0,0,0,0,2,0,0,0,1,2,29.9,92.25
4130,0,0,0,0,10.0,0,1,0,0,2,0,2,0,0,0,0,2,36.25,374.0
6168,1,0,0,0,1.0,1,0,1,0,0,0,0,0,2,0,1,2,79.25,79.25
4136,1,0,1,0,47.0,1,0,2,1,1,1,1,1,1,1,0,0,19.9,942.95
6063,0,0,1,1,70.0,1,0,2,1,1,1,1,1,1,2,1,3,19.2,1401.4
1868,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,44.05,44.05
2367,0,0,0,0,1.0,1,0,1,0,0,2,0,2,0,0,1,1,85.55,85.55
3089,0,0,0,0,68.0,1,0,0,2,2,2,2,2,2,2,1,1,82.45,5646.6
1429,1,0,1,1,45.0,1,2,2,1,1,1,1,1,1,2,0,3,24.45,1088.25
1324,0,0,1,1,4.0,1,0,2,1,1,1,1,1,1,0,0,3,20.35,76.35
4622,1,0,0,0,52.0,1,0,1,0,0,2,0,0,2,0,1,1,83.8,4331.4
1695,1,0,1,1,54.0,1,2,0,0,2,0,2,2,0,1,1,2,70.7,3770.0
2993,1,0,1,1,1.0,1,0,2,1,1,1,1,1,1,1,0,3,20.4,20.4
6619,0,0,0,0,9.0,1,0,2,1,1,1,1,1,1,0,0,0,20.15,238.15
2871,1,0,1,0,14.0,1,2,1,0,0,0,0,2,0,0,1,2,86.1,1235.55
6665,1,0,1,1,43.0,0,1,0,0,2,0,0,0,0,0,0,1,29.3,1224.05
2827,1,0,0,0,1.0,1,0,0,0,2,0,0,0,0,0,1,3,50.15,50.15
581,0,0,0,0,1.0,1,0,1,2,0,0,0,0,0,0,0,3,75.3,75.3
4587,0,0,1,0,26.0,1,0,1,0,0,0,2,0,2,0,0,1,85.9,2196.45
13,1,0,0,0,49.0,1,2,1,0,2,2,0,2,2,0,1,0,103.7,5036.3
3622,0,0,1,1,72.0,1,2,0,2,2,2,2,2,2,2,0,1,90.95,6652.45
6566,1,0,1,1,70.0,1,2,1,2,2,2,2,2,2,2,1,1,116.55,8152.3
6927,1,0,1,1,5.0,1,2,0,2,2,0,2,0,0,0,0,1,64.4,316.9
4244,1,0,1,1,46.0,1,0,2,1,1,1,1,1,1,2,0,1,19.75,856.5
5051,1,0,0,0,56.0,1,2,1,2,0,0,2,2,2,0,1,3,105.35,5794.45
1141,1,0,0,1,6.0,1,0,2,1,1,1,1,1,1,0,1,3,20.2,98.35
6688,0,0,1,1,12.0,1,0,2,1,1,1,1,1,1,2,0,0,20.3,224.5
5180,0,0,0,0,68.0,0,1,0,2,2,2,2,2,2,2,0,1,64.35,4539.6
1230,1,0,1,1,47.0,1,2,1,0,2,0,0,2,0,0,0,2,87.2,4017.45
3857,1,0,0,0,5.0,1,0,2,1,1,1,1,1,1,0,0,0,20.65,93.55
5857,0,0,1,1,17.0,1,2,1,0,0,2,0,2,0,0,0,2,88.25,1460.65
4363,0,0,1,0,56.0,1,2,1,0,0,0,0,2,0,0,1,0,85.6,4902.8
2926,0,0,1,0,69.0,1,2,1,2,2,2,2,2,2,2,1,2,116.0,8182.85
710,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55
4739,0,0,0,0,11.0,1,2,1,2,0,0,0,0,0,0,1,0,79.0,929.3
3970,1,0,1,1,42.0,1,0,0,2,0,0,2,0,2,1,0,1,63.7,2763.35
4015,0,0,0,0,36.0,1,2,0,2,0,0,0,0,0,1,0,3,54.45,1893.5
5913,0,0,0,0,26.0,1,0,1,2,0,2,2,0,0,1,1,1,87.15,2274.1
6646,1,0,1,1,51.0,1,0,2,1,1,1,1,1,1,1,0,3,19.4,997.75
3968,0,0,1,0,72.0,1,0,2,1,1,1,1,1,1,2,0,0,20.05,1423.65
3725,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,3,70.8,70.8
2404,0,0,1,1,42.0,1,2,1,2,2,0,0,2,0,1,1,1,94.45,3923.8
2390,0,0,1,1,8.0,1,0,2,1,1,1,1,1,1,1,0,2,19.8,160.05
3602,0,0,0,0,38.0,1,2,0,2,2,2,0,0,0,0,1,0,66.15,2522.4
6298,1,0,1,1,46.0,1,2,1,0,2,0,0,0,0,0,1,0,80.0,3769.7
2199,1,0,1,1,52.0,1,2,2,1,1,1,1,1,1,2,0,3,25.75,1345.85
4134,0,0,1,0,55.0,1,2,1,0,2,2,0,2,2,0,1,1,103.65,5676.65
138,1,0,0,1,57.0,1,0,2,1,1,1,1,1,1,2,1,3,19.6,1170.55
4168,1,0,1,0,61.0,0,1,0,2,0,2,2,2,2,2,1,3,62.15,3778.85
3333,1,0,0,1,12.0,1,0,2,1,1,1,1,1,1,2,0,0,19.35,212.3
1466,1,0,1,1,12.0,1,0,0,2,0,0,0,0,0,0,1,2,49.2,571.15
1526,0,0,0,0,3.0,1,0,1,0,2,0,0,2,2,0,0,2,95.4,293.15
3533,0,0,0,0,10.0,1,0,2,1,1,1,1,1,1,1,1,3,19.8,198.25
1326,0,0,1,1,43.0,0,1,0,2,2,0,2,2,0,1,1,0,51.25,2151.6
92,1,0,1,1,66.0,1,2,0,2,0,2,2,2,2,2,1,3,84.0,5714.25
2822,0,0,1,1,41.0,1,2,0,2,2,2,2,0,2,0,0,1,79.9,3326.2
850,0,0,1,1,72.0,1,2,1,2,2,2,2,2,2,2,1,0,115.8,8476.5
6802,0,0,0,0,20.0,1,2,1,2,0,0,0,2,0,0,1,0,89.1,1879.25
787,0,0,1,0,34.0,1,2,0,2,0,0,2,0,0,0,1,0,60.85,2003.6
1957,0,0,1,0,46.0,1,2,0,2,0,0,0,0,0,0,0,2,53.1,2459.8
2305,1,0,1,1,34.0,1,2,1,0,2,0,0,2,2,0,1,0,97.7,3410.0
2967,1,0,1,0,59.0,1,2,1,2,2,2,2,2,2,2,0,2,113.75,6561.25
4564,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.0,20.0
3554,0,0,0,1,7.0,1,0,1,0,0,0,0,0,0,0,1,2,71.05,472.65
1769,1,0,1,0,71.0,1,2,1,0,2,2,0,0,2,0,1,0,93.25,6669.45
5170,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65
6353,1,0,1,0,10.0,1,0,0,2,0,0,2,0,0,0,1,1,54.95,568.85
2957,0,0,0,0,4.0,1,2,1,0,2,0,0,0,0,0,1,3,80.3,324.2
2867,0,0,0,0,24.0,1,0,2,1,1,1,1,1,1,1,0,1,20.45,527.35
5751,0,0,0,0,47.0,1,0,2,1,1,1,1,1,1,2,0,1,20.25,1029.8
2221,0,0,1,1,71.0,1,0,0,2,2,2,2,0,0,2,0,1,64.05,4492.9
76,0,0,0,0,46.0,1,0,0,0,0,0,0,0,2,1,0,1,55.65,2688.85
3929,1,0,1,1,50.0,1,0,0,0,0,0,0,0,0,1,1,0,44.8,2230.85
3864,0,0,0,0,30.0,1,2,1,0,2,0,0,2,2,0,1,2,100.2,2983.8
3376,0,0,1,1,1.0,1,0,2,1,1,1,1,1,1,0,1,3,19.4,19.4
1064,0,0,0,0,14.0,1,0,0,2,0,0,2,0,0,1,0,3,55.7,795.15
1358,1,0,0,0,10.0,1,0,1,0,0,0,0,0,0,0,0,3,70.15,735.5
5507,0,0,0,0,28.0,1,0,0,2,2,0,2,0,0,1,1,2,59.9,1654.7
6830,1,0,0,0,35.0,1,0,2,1,1,1,1,1,1,2,1,3,20.2,684.4
1051,0,0,1,1,16.0,0,1,0,0,0,0,0,0,2,0,1,1,35.5,552.7
6376,1,0,0,0,66.0,1,0,2,1,1,1,1,1,1,2,0,0,19.35,1240.8
751,1,0,1,1,70.0,1,0,0,2,2,2,0,2,2,2,1,1,80.15,5600.15
2681,1,0,1,0,46.0,0,1,0,2,0,2,2,0,0,2,0,1,40.4,1842.7
3496,1,0,0,0,25.0,1,0,1,2,0,0,0,0,0,0,0,0,74.3,1952.25
5829,1,0,1,1,31.0,0,1,0,2,0,2,2,2,2,1,0,2,59.95,1848.8
5525,0,0,1,1,54.0,1,2,2,1,1,1,1,1,1,1,1,0,24.75,1342.15
6120,1,0,0,0,6.0,1,0,0,0,2,0,0,2,0,0,0,2,59.45,357.6
6602,0,0,1,1,40.0,1,2,1,0,2,2,0,2,0,0,1,1,96.35,3915.4
6702,1,0,1,1,18.0,1,0,1,0,0,0,2,0,2,0,1,2,85.6,1601.5
1510,1,0,1,0,71.0,1,2,0,2,2,2,2,0,2,2,0,1,80.4,5727.15
3302,1,0,0,0,31.0,1,2,1,0,2,2,0,2,2,1,1,2,103.45,3066.45
2335,1,0,0,0,5.0,1,0,0,2,0,2,0,0,0,0,1,3,55.8,274.35
1176,0,0,0,0,6.0,1,2,1,0,2,2,2,2,2,0,1,1,109.9,669.45
4221,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,1,19.3,19.3
1779,0,0,0,0,2.0,1,0,1,2,2,0,0,2,0,0,1,2,91.15,168.5
4004,1,0,1,0,72.0,1,2,0,2,2,2,2,0,0,2,1,0,67.8,4804.65
6883,0,0,0,1,34.0,1,0,1,2,2,2,0,2,2,0,1,0,105.35,3688.6
3327,1,0,1,0,66.0,1,2,1,0,2,2,0,0,2,1,0,2,95.3,6273.4
6556,0,0,1,1,6.0,1,0,2,1,1,1,1,1,1,1,0,1,19.0,105.5
531,1,0,1,1,70.0,1,0,2,1,1,1,1,1,1,2,0,1,20.05,1360.25
4921,0,0,1,1,39.0,1,2,1,0,0,0,2,2,2,0,1,1,99.95,3767.4
5214,0,0,1,1,2.0,1,0,1,0,2,0,0,0,0,0,1,0,73.55,145.4
5238,0,0,1,0,33.0,1,0,0,0,2,0,2,0,0,1,1,1,53.75,1857.3
6758,1,0,0,0,27.0,1,0,2,1,1,1,1,1,1,0,1,1,19.4,460.25
24,1,0,1,1,49.0,1,0,0,2,2,0,2,0,0,0,0,1,59.6,2970.3
5389,0,0,1,0,51.0,1,0,1,0,0,0,0,0,0,0,0,3,69.15,3649.6
4511,1,0,0,1,17.0,1,0,0,0,2,2,2,2,2,1,0,2,80.85,1445.95
3594,0,0,0,0,9.0,0,1,0,0,2,0,0,0,2,0,0,2,40.75,359.4
5997,0,0,0,0,6.0,1,2,1,0,2,0,0,2,0,0,1,2,89.75,552.65
2041,1,0,0,0,7.0,1,0,2,1,1,1,1,1,1,2,0,3,19.45,165.35
2767,0,0,0,1,46.0,1,2,1,0,0,2,2,0,0,0,1,0,84.8,3958.85
2579,1,0,0,0,48.0,1,0,2,1,1,1,1,1,1,2,0,1,20.15,982.95
2845,0,0,0,0,11.0,1,0,1,0,2,2,2,0,2,0,1,2,94.2,999.9
5381,1,0,1,0,32.0,1,2,1,0,0,2,0,0,0,0,1,2,78.9,2447.95
2233,1,0,0,0,54.0,1,0,0,2,2,0,2,2,0,0,1,3,69.9,3883.3
6336,1,0,1,1,57.0,1,2,1,0,0,0,0,0,0,0,1,2,74.3,4018.35
5649,0,0,1,0,33.0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,669.45
1755,0,0,0,0,12.0,1,0,0,0,2,0,2,0,0,0,1,2,54.3,654.5
5117,0,0,0,0,66.0,0,1,0,2,0,2,2,2,2,2,1,0,61.35,4193.4
2359,1,0,1,0,33.0,1,2,0,2,2,2,0,2,0,0,1,0,72.75,2447.45
1154,0,0,1,1,45.0,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1138.8
455,0,0,0,0,24.0,1,2,1,0,2,2,0,2,2,0,1,2,104.15,2494.65
869,1,0,0,1,3.0,1,2,2,1,1,1,1,1,1,2,1,3,26.4,121.25
2260,0,0,0,0,3.0,1,0,1,0,0,2,2,0,0,0,0,1,80.1,217.55
2788,1,0,0,1,71.0,1,2,1,2,2,0,0,0,0,1,1,1,85.45,6028.95
499,0,0,0,0,12.0,1,2,1,2,2,2,0,0,2,0,1,0,99.7,1238.45
1184,1,0,1,1,18.0,1,0,1,2,0,2,0,2,0,0,1,3,87.9,1500.5
6374,0,0,1,1,72.0,1,0,2,1,1,1,1,1,1,2,1,3,20.7,1482.3
2181,0,0,1,1,50.0,1,2,0,0,2,2,2,2,2,1,1,1,84.15,4164.4
6038,0,0,1,1,70.0,1,2,1,2,2,2,2,2,2,2,1,0,114.2,7723.9
2562,1,0,1,1,66.0,0,1,0,0,0,0,2,2,2,2,0,0,50.55,3364.55
4993,1,0,1,1,72.0,0,1,0,2,2,2,2,2,2,2,1,0,65.65,4664.5
525,1,0,0,0,52.0,1,0,1,2,0,2,0,2,0,1,0,2,91.25,4738.3
2077,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,2,71.35,71.35
